0,0.935296762,1,0.94861,0.98971167,0.97951,0.779825,0.963288,0.971417,0.876009563,0.01,0.971417,0
0,0.935296762,1,0.94861,0.97952919,0.97951,0.779825,0.963288,0.971417,0.876009563,0.01,0.971417,0
0,0.935296762,1,0.94861,0.969451471,0.97951,0.779825,0.963288,0.971417,0.876009563,0.01,0.971417,0
0,0.935296762,1,0.94861,0.959477435,0.97951,0.948962,0.963288,0.965969,0.876009563,0.01,0.965969,0
0,0.935296762,1,0.94861,0.949606015,0.97951,0.979326,0.963288,0.984524,0.876009563,0.01,0.984524,0
0,0.935296762,1,0.94861,0.939836155,0.97951,0.91328,0.963288,0.954311,0.876009563,0.01,0.954311,0
0,0.935296762,1,0.94861,0.930166811,0.97951,0.910683,0.963288,0.987882,0.876009563,0.01,0.987882,0
0,0.935296762,1,0.94861,0.920596948,0.97951,0.957623,0.963288,0.990024,0.876009563,0.01,0.990024,0
0,0.935296762,1,0.94861,0.911125543,0.97951,0.990597,0.963288,0.984842,0.876009563,0.01,0.984842,0
0,0.935296762,1,0.94861,0.901751583,0.97951,0.995415,0.963288,0.973077,0.876009563,0.01,0.973077,0
0,0.928082665,1,0.94861,0.892474066,0.97951,0.990119,0.963288,0.964379,0.862688318,0.01,0.964379,0
0,0.927092408,1,0.94861,0.883291998,0.97951,0.976344,0.963288,0.922963,0.860867634,0.01,0.922963,0
0,0.903230342,1,0.94861,0.874204399,0.97951,0.974739,0.963288,0.919252,0.817570385,0.01,0.919252,0
0,0.880758281,1,0.94861,0.865210296,0.97951,0.977814,0.963288,0.87018,0.77780608,0.01,0.87018,0
0,0.879938364,1,0.94861,0.856308727,0.97951,0.926354,0.963288,0.882926,0.776373785,0.01,0.882926,0
0,0.861620034,1,0.94861,0.847498741,0.97951,0.850531,0.963288,0.824625,0.744714442,0.01,0.824625,0
0,0.851480593,1,0.94861,0.838779394,0.97951,0.857833,0.963288,0.611551,0.727470949,0.01,0.611551,0
