0,0,0,0.0513759547,0,0.0204759547,0.216669798,0.0366979547,0.023329807,1.38777878078145E-17,0,0.023333,0
0,0,0,0.0513759547,0,0.0204759547,0.216669798,0.0366979547,0.023329807,1.38777878078145E-17,0,0.023329807,0
0,0,0,0.0513759547,4.5102810375397E-17,0.0204759547,0.216669798,0.0366979547,0.023329807,1.38777878078145E-17,0,0.023329807,0
0,0,0,0.0513759547,0,0.0204759547,0.047532798,0.0366979547,0.028777807,1.38777878078145E-17,0,0.028777807,0
0,0,0,0.0513759547,2.77555756156289E-17,0.0204759547,0.017168798,0.0366979547,0.010222807,1.38777878078145E-17,0,0.010222807,0
0,0,0,0.0513759547,4.85722573273506E-17,0.0204759547,0.083214798,0.0366979547,0.040435807,1.38777878078145E-17,0,0.040435807,0
0,0,0,0.0513759547,1.38777878078145E-17,0.0204759547,0.085811798,0.0366979547,0.006864807,1.38777878078145E-17,0,0.006864807,0
0,0,0,0.0513759547,0,0.0204759547,0.038871798,0.0366979547,0.004722807,1.38777878078145E-17,0,0.004722807,0
0,0,0,0.0513759547,0,0.0204759547,0.005897798,0.0366979547,0.009904807,1.38777878078145E-17,0,0.009904807,0
0,0,0,0.0513759547,0,0.0204759547,0.001079798,0.0366979547,0.021669807,1.38777878078145E-17,0,0.021669807,0
0,0,0,0.0513743288,0,0.0204743288,0.005970845,0.0366963288,0.029761504,0,0,0.029761504,0
0,0,0,0.0513741047,0,0.0204741047,0.019690025,0.0366961047,0.07109394,0,0,0.07109394,0
0,4.16333634234434E-17,0,0.0513686296,0,0.0204686296,0.019932587,0.0366906296,0.072766036,0,0,0.072766036,0
0,2.77555756156289E-17,0,0.0513633396,0,0.0204633396,0.015542963,0.0366853396,0.119872012,5.55111512312578E-17,0,0.119872012,0
0,0,0,0.051363144,0,0.020463144,0.066954399,0.036685144,0.107053409,2.77555756156289E-17,0,0.107053409,0
0,2.77555756156289E-17,0,0.0513587268,0,0.0204587268,0.141681064,0.0366807268,0.163715871,0,0,0.163715871,0
0,0,0,0.0513562413,0,0.0204562413,0.133762695,0.0366782413,0.375869067,0,0,0.375869067,0
0,0,0,0.0513542188,0,0.0204542188,0.049215442,0.0366762188,0.930239247,5.55111512312578E-17,0,0.930239247,0
